event_name,prompt,image_generated,saved_filename
kerosene-lamp,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Kerosene Lamp Invented — Ignacy Lukasiewicz built a lamp burning distilled rock oil, a cheap bright fuel that soon displaced whale oil.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. industrial iron grays, coal blacks, steam whites, gaslight yellows painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
boole-laws-of-thought,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Boole's Laws of Thought — George Boole recast logic as algebra on true and false, the calculus digital circuits would later use.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. industrial iron grays, coal blacks, steam whites, gaslight yellows painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
playfair-cipher-invented,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. The Playfair Cipher — Charles Wheatstone devised a cipher that scrambled letters in pairs on a small grid, and Britain took it to war.. The device itself, close and centred, shown as an object of craft. One pair of hands at most. Background dissolved to shadow. industrial iron grays, coal blacks, steam whites, gaslight yellows painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
snow-cholera-map,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Snow's Cholera Map of Soho — John Snow plotted cholera deaths as bars on a street plan, showing them clustered around a single water pump.. Hands, instrument and patient in tight framing. One clear focal point, sterile or candlelit depending on era, dark surround. industrial iron grays, coal blacks, steam whites, gaslight yellows painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
cuneiform-deciphered,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Cuneiform Deciphered — Four scholars sealed their independent translations of the same Assyrian text; the versions matched, proving the wedge script could be read.. A single page, tablet, scroll or press forme filling the frame, lit raking across its surface so the marks catch the light. industrial iron grays, coal blacks, steam whites, gaslight yellows painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
great-clock-westminster,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Great Clock of Westminster — The tower clock and its great bell, Big Ben, began keeping time above the Palace of Westminster in London.. The structure filling the frame from a dramatic low angle. One or two human figures for scale. Strong geometry and clean lines. industrial iron grays, coal blacks, steam whites, gaslight yellows painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
kirchhoff-stellar-composition,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Starlight Reveals Its Elements — Kirchhoff and Bunsen showed that dark lines in a spectrum name the elements, so the Sun could be read.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. industrial iron grays, coal blacks, steam whites, gaslight yellows painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
kingdom-of-italy-proclaimed,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Kingdom of Italy Proclaimed — The first national parliament meeting in Turin proclaimed Victor Emmanuel II king of a united Italy.. A single throne, crown, standard or seated ruler dominating the frame. Regalia and power made physical, not a map or a crowd. industrial iron grays, coal blacks, steam whites, gaslight yellows painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
us-greenbacks-issued,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. US Greenbacks Issued — To fund the Civil War, Congress issued unbacked paper dollars nicknamed greenbacks and made them legal tender.. A document, seal, gavel or carved statute filling the frame, lit hard from one side. Weight and permanence over people. industrial iron grays, coal blacks, steam whites, gaslight yellows painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
kasiski-vigenere-attack,"A dramatic oil painting with rich visible brushstrokes and chiaroscuro lighting. 1:1 square composition. Bold simplified composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast, minimal background detail. Few figures, not crowds. Vigenère Cipher Broken — The Prussian officer Friedrich Kasiski published a way to find a repeating key's length, ending faith in the Vigenère cipher.. The instrument or specimen close and central, with the observer implied — a hand, an eye at a lens. Dark, focused, lamplit. industrial iron grays, coal blacks, steam whites, gaslight yellows painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
