name,friendly_name,year,category,difficulty,description
jeffrey-r-macdonald-united-states-army-captain,"Jeffrey R. MacDonald, United States Army captain, is",1970,conflict,medium,"Jeffrey R. MacDonald, United States Army captain, is charged with murder of his pregnant wife and two daughters."
the-chicago-seven-are-found-not-guilty-of-conspiri,The Chicago Seven are found not guilty of conspiring to,1970,cultural,medium,The Chicago Seven are found not guilty of conspiring to incite riots at the 1968 Democratic National Convention.
rhodesia-declares-itself-a-republic-breaking-its,"Rhodesia declares itself a republic, breaking its last",1970,diplomatic,medium,"Rhodesia declares itself a republic, breaking its last links with the British crown."
rose-heilbron-becomes-the-first-female-judge-to-si,Rose Heilbron becomes the first female judge to sit at the,1972,exploration,medium,"Rose Heilbron becomes the first female judge to sit at the Old Bailey in London, UK."
us-president-richard-nixon-announces-the-space-shu,US President Richard Nixon announces the Space Shuttle,1972,diplomatic,medium,US President Richard Nixon announces the Space Shuttle program.
iberia-flight-602-crashes-near-ibiza-airport-kill,"Iberia Flight 602 crashes near Ibiza Airport, killing all",1972,disasters,medium,"Iberia Flight 602 crashes near Ibiza Airport, killing all 104 people on board."
bowing-to-international-pressure-president-of-pak,"Bowing to international pressure, President of Pakistan",1972,diplomatic,medium,"Bowing to international pressure, President of Pakistan Zulfikar Ali Bhutto releases Bengali leader Sheikh Mujibur Rahman from prison, who had been arrested after declaring the independence of Bangladesh."
sheikh-mujibur-rahman-returns-to-the-newly-indepen,Sheikh Mujibur Rahman returns to the newly independent,1972,diplomatic,medium,Sheikh Mujibur Rahman returns to the newly independent Bangladesh as president after spending over nine months in prison in Pakistan.
east-pakistan-renames-itself-bangladesh,East Pakistan renames itself Bangladesh.,1972,cultural,medium,East Pakistan renames itself Bangladesh.
prime-minister-kofi-abrefa-busia-and-president-edw,Prime Minister Kofi Abrefa Busia and President Edward,1972,conflict,medium,Prime Minister Kofi Abrefa Busia and President Edward Akufo-Addo of Ghana are ousted in a bloodless military coup by Colonel Ignatius Kutu Acheampong.
queen-margrethe-ii-of-denmark-ascends-the-throne,"Queen Margrethe II of Denmark ascends the throne, the first",1972,diplomatic,medium,"Queen Margrethe II of Denmark ascends the throne, the first Queen of Denmark since 1412 and the first Danish monarch not named Frederick or Christian since 1513."
members-of-the-mukti-bahini-lay-down-their-arms-to,Members of the Mukti Bahini lay down their arms to the,1972,conflict,medium,"Members of the Mukti Bahini lay down their arms to the government of the newly independent Bangladesh, a month after winning the war against the occupying Pakistan Army."
in-response-to-the-1973-oil-crisis-daylight-savin,"In response to the 1973 oil crisis, daylight saving time",1974,cultural,medium,"In response to the 1973 oil crisis, daylight saving time commences nearly four months early in the United States."
china-gains-control-over-all-the-paracel-islands-a,China gains control over all the Paracel Islands after a,1974,conflict,medium,China gains control over all the Paracel Islands after a military engagement between the naval forces of China and South Vietnam.
a-fire-in-the-25-story-joelma-building-in-so-paul,"A fire in the 25-story Joelma Building in São Paulo, Brazil",1974,disasters,medium,"A fire in the 25-story Joelma Building in São Paulo, Brazil kills 189 and injures 293."
the-symbionese-liberation-army-kidnaps-patty-hears,The Symbionese Liberation Army kidnaps Patty Hearst in,1974,conflict,medium,"The Symbionese Liberation Army kidnaps Patty Hearst in Berkeley, California."
m62-coach-bombing-the-provisional-irish-republica,M62 coach bombing: The Provisional Irish Republican Army,1974,conflict,medium,"M62 coach bombing: The Provisional Irish Republican Army (IRA) explodes a bomb on a bus carrying off-duty British Armed Forces personnel in Yorkshire, England. Nine soldiers and three civilians are killed."
grenada-gains-independence-from-the-united-kingdom,Grenada gains independence from the United Kingdom.,1974,diplomatic,medium,Grenada gains independence from the United Kingdom.
a-bomb-explodes-on-board-middle-east-airlines-flig,A bomb explodes on board Middle East Airlines Flight 438,1976,cultural,medium,"A bomb explodes on board Middle East Airlines Flight 438 over Qaisumah, Saudi Arabia, killing all 81 people on board."
the-gale-of-january-1976-begins-resulting-in-coas,"The Gale of January 1976 begins, resulting in coastal",1976,disasters,medium,"The Gale of January 1976 begins, resulting in coastal flooding around the southern North Sea coasts, affecting countries from Ireland to Yugoslavia and causing at least 82 deaths and US$1.3 billion in damage."
the-international-covenant-on-economic-social-and,"The International Covenant on Economic, Social and Cultural",1976,diplomatic,medium,"The International Covenant on Economic, Social and Cultural Rights, adopted by the United Nations General Assembly, comes into force."
the-troubles-the-ulster-volunteer-force-shoots-de,The Troubles: The Ulster Volunteer Force shoots dead six,1976,cultural,medium,"The Troubles: The Ulster Volunteer Force shoots dead six Irish Catholic civilians in County Armagh, Northern Ireland. The next day, gunmen would shoot dead ten Protestant civilians nearby in retaliation."
the-khmer-rouge-proclaim-the-constitution-of-democ,The Khmer Rouge proclaim the Constitution of Democratic,1976,diplomatic,medium,The Khmer Rouge proclaim the Constitution of Democratic Kampuchea.
the-troubles-gunmen-shoot-dead-ten-protestant-civ,The Troubles: Gunmen shoot dead ten Protestant civilians,1976,conflict,medium,"The Troubles: Gunmen shoot dead ten Protestant civilians after stopping their minibus at Kingsmill in County Armagh, Northern Ireland, UK, allegedly as retaliation for a string of attacks on Catholic civilians in the area by Loyalists, particularly the killing of six Catholics the night before."
the-united-nations-security-council-votes-11-1-to,The United Nations Security Council votes 11-1 to allow the,1976,diplomatic,medium,The United Nations Security Council votes 11-1 to allow the Palestine Liberation Organization to participate in a Security Council debate (without voting rights).
gerald-fords-would-be-assassin-sara-jane-moore,"Gerald Ford's would-be assassin, Sara Jane Moore, is",1976,cultural,medium,"Gerald Ford's would-be assassin, Sara Jane Moore, is sentenced to life in prison."
lebanese-christian-militias-kill-at-least-1000-in,"Lebanese Christian militias kill at least 1,000 in",1976,cultural,medium,"Lebanese Christian militias kill at least 1,000 in Karantina, Beirut."
commercial-service-of-concorde-begins-with-the-lon,Commercial service of Concorde begins with the,1976,cultural,medium,Commercial service of Concorde begins with the London-Bahrain and Paris-Rio routes.
air-india-flight-855-a-boeing-747-crashes-into-t,"Air India Flight 855, a Boeing 747, crashes into the",1978,disasters,medium,"Air India Flight 855, a Boeing 747, crashes into the Arabian Sea off the coast of Bombay, India, due to instrument failure, spatial disorientation, and pilot error, killing all 213 people on board."
on-the-orders-of-the-president-of-pakistan-muhamm,"On the orders of the President of Pakistan, Muhammad",1978,diplomatic,medium,"On the orders of the President of Pakistan, Muhammad Zia-ul-Haq, paramilitary forces opened fire on peaceful protesting workers in Multan, Pakistan; it is known as 1978 massacre at Multan Colony Textile Mills."
united-states-food-and-drug-administration-require,United States Food and Drug Administration requires all,1978,cultural,medium,"United States Food and Drug Administration requires all blood donations to be labeled ""paid"" or ""volunteer"" donors."
the-european-court-of-human-rights-finds-the-unite,The European Court of Human Rights finds the United,1978,diplomatic,medium,"The European Court of Human Rights finds the United Kingdom's government guilty of mistreating prisoners in Northern Ireland, but not guilty of torture."
the-last-volkswagen-beetle-made-in-germany-leaves,The last Volkswagen Beetle made in Germany leaves VW's,1978,cultural,medium,The last Volkswagen Beetle made in Germany leaves VW's plant in Emden. Beetle production in Latin America continues until 2003.
soviet-satellite-kosmos-954-with-a-nuclear-reacto,"Soviet satellite Kosmos 954, with a nuclear reactor on",1978,diplomatic,medium,"Soviet satellite Kosmos 954, with a nuclear reactor on board, burns up in Earth's atmosphere, scattering radioactive debris over Canada's Northwest Territories. Only 1% is recovered."
the-crown-of-st-stephen-also-known-as-the-holy-c,The Crown of St. Stephen (also known as the Holy Crown of,1978,conflict,easy,"The Crown of St. Stephen (also known as the Holy Crown of Hungary) goes on public display after being returned to Hungary from the United States, where it was held after World War II."
the-blizzard-of-1978-one-of-the-worst-noreasters,"The Blizzard of 1978, one of the worst Nor'easters in New",1978,cultural,medium,"The Blizzard of 1978, one of the worst Nor'easters in New England history, hit the region, with sustained winds of 65 mph and snowfall of four inches an hour."
proceedings-of-the-united-states-senate-are-broadc,Proceedings of the United States Senate are broadcast on,1978,exploration,medium,Proceedings of the United States Senate are broadcast on radio for the first time.
the-budd-company-unveils-its-first-spv-2000-self-p,The Budd Company unveils its first SPV-2000 self-propelled,1978,exploration,medium,"The Budd Company unveils its first SPV-2000 self-propelled railcar in Philadelphia, Pennsylvania."
us-president-jimmy-carter-authorizes-legislation,U.S. President Jimmy Carter authorizes legislation giving,1980,cultural,medium,U.S. President Jimmy Carter authorizes legislation giving $1.5 billion in loans to bail out the Chrysler Corporation.
iran-air-flight-291-crashes-in-the-alborz-mountain,Iran Air Flight 291 crashes in the Alborz Mountains while,1980,disasters,medium,"Iran Air Flight 291 crashes in the Alborz Mountains while on approach to Mehrabad International Airport in Tehran, Iran, killing 128 people."
mother-teresa-is-honored-with-indias-highest-civi,Mother Teresa is honored with India's highest civilian,1980,conflict,medium,"Mother Teresa is honored with India's highest civilian award, the Bharat Ratna."
