friendly_name,wikipedia_url,wikipedia_views,category,year,difficulty
First Talking Film Released,https://en.wikipedia.org/wiki/The_Jazz_Singer,223390,cultural,1927,medium
Seoul Olympics,https://en.wikipedia.org/wiki/1988_Summer_Olympics,224268,cultural,1988,medium
EPA Created,https://en.wikipedia.org/wiki/United_States_Environmental_Protection_Agency,225187,diplomatic,1970,medium
Human Migration Out of Africa,https://en.wikipedia.org/wiki/Recent_African_origin_of_modern_humans,226356,exploration,-70000,medium
Miranda v. Arizona,https://en.wikipedia.org/wiki/Miranda_v._Arizona,226865,diplomatic,1966,medium
Silent Spring Published,https://en.wikipedia.org/wiki/Silent_Spring,229041,cultural,1962,medium
Orange Revolution,https://en.wikipedia.org/wiki/Orange_Revolution,230064,diplomatic,2004,medium
Death of Alexander the Great,https://en.wikipedia.org/wiki/Death_of_Alexander_the_Great,230072,diplomatic,-323,medium
Pasteur Proposes Germ Theory,https://en.wikipedia.org/wiki/Germ_theory_of_disease,230253,exploration,1861,medium
Libyan Civil War Begins,https://en.wikipedia.org/wiki/Libyan_civil_war_(2014–2020),233901,conflict,2011,medium
Missouri Compromise,https://en.wikipedia.org/wiki/Missouri_Compromise,235440,diplomatic,1820,medium
Solidarity Union Founded,https://en.wikipedia.org/wiki/Solidarity_(Polish_trade_union),236304,diplomatic,1980,medium
Invention of Writing,https://en.wikipedia.org/wiki/History_of_writing,237394,exploration,-3200,medium
Writing Invented in Mesopotamia,https://en.wikipedia.org/wiki/History_of_writing,237394,cultural,-3400,medium
U-2 Incident,https://en.wikipedia.org/wiki/1960_U-2_incident,237505,diplomatic,1960,medium
Sony Walkman Released,https://en.wikipedia.org/wiki/Walkman,239757,cultural,1979,medium
Nepal Earthquake,https://en.wikipedia.org/wiki/April_2015_Nepal_earthquake,241254,disasters,2015,medium
San Bernardino Attack,https://en.wikipedia.org/wiki/2015_San_Bernardino_attack,241425,conflict,2015,medium
Astrodome Opens,https://en.wikipedia.org/wiki/Astrodome,242770,infrastructure,1965,medium
Battle of Salamis,https://en.wikipedia.org/wiki/Battle_of_Salamis,242994,conflict,-480,medium
Sydney Harbour Bridge Opens,https://en.wikipedia.org/wiki/Sydney_Harbour_Bridge,244369,infrastructure,1932,medium
German Revolution,https://en.wikipedia.org/wiki/German_revolution_of_1918–1919,244907,diplomatic,1918,medium
Paris May Events,https://en.wikipedia.org/wiki/May_68,246331,diplomatic,1968,medium
Camp David Accords,https://en.wikipedia.org/wiki/Camp_David_Accords,247975,diplomatic,1978,medium
Wealth of Nations Published,https://en.wikipedia.org/wiki/The_Wealth_of_Nations,250631,cultural,1776,medium
First Cave Paintings,https://en.wikipedia.org/wiki/Cave_painting,251339,cultural,-40000,medium
China High-Speed Rail Network Begins,https://en.wikipedia.org/wiki/High-speed_rail_in_China,254483,infrastructure,2008,medium
Bali Bombings,https://en.wikipedia.org/wiki/2002_Bali_bombings,254976,conflict,2002,medium
Domestication of Dogs,https://en.wikipedia.org/wiki/Domestication_of_the_dog,255101,exploration,-15000,medium
Peasants' Revolt,https://en.wikipedia.org/wiki/Peasants'_Revolt,261477,conflict,1381,medium
Potsdam Conference,https://en.wikipedia.org/wiki/Potsdam_Conference,264570,diplomatic,1945,medium
Visigoths Sack Rome,https://en.wikipedia.org/wiki/Sack_of_Rome_(410),265317,conflict,410,medium
Mir Space Station Launched,https://en.wikipedia.org/wiki/Mir,265453,exploration,1986,medium
Pentagon Papers,https://en.wikipedia.org/wiki/Pentagon_Papers,267398,diplomatic,1971,medium
Mozart Dies,https://en.wikipedia.org/wiki/Death_of_Wolfgang_Amadeus_Mozart,268604,cultural,1791,medium
The Gherkin Completed,https://en.wikipedia.org/wiki/The_Gherkin,269092,infrastructure,2003,medium
Radium Discovered,https://en.wikipedia.org/wiki/Radium,269705,exploration,1898,medium
Selma to Montgomery March,https://en.wikipedia.org/wiki/Selma_to_Montgomery_marches,272022,diplomatic,1965,medium
Exxon Valdez Oil Spill,https://en.wikipedia.org/wiki/Exxon_Valdez_oil_spill,272876,disasters,1989,medium
Northridge Earthquake,https://en.wikipedia.org/wiki/1994_Northridge_earthquake,273414,disasters,1994,medium
Battle of New Orleans,https://en.wikipedia.org/wiki/Battle_of_New_Orleans,273597,conflict,1815,medium
Warsaw Ghetto Uprising,https://en.wikipedia.org/wiki/Warsaw_Ghetto_Uprising,275394,conflict,1943,medium
Galveston Hurricane,https://en.wikipedia.org/wiki/1900_Galveston_hurricane,275894,disasters,1900,medium
Death of Cleopatra,https://en.wikipedia.org/wiki/Death_of_Cleopatra,277157,cultural,-30,medium
Pasteurization Developed,https://en.wikipedia.org/wiki/Pasteurization,277204,exploration,1864,medium
Islam Founded,https://en.wikipedia.org/wiki/Islamic_schools_and_branches,277493,cultural,622,medium
Prague Spring Begins,https://en.wikipedia.org/wiki/Prague_Spring,278784,cultural,1968,medium
Prague Spring Crushed,https://en.wikipedia.org/wiki/Prague_Spring,278784,conflict,1968,medium
Chilean Coup,https://en.wikipedia.org/wiki/1973_Chilean_coup_d'état,280380,conflict,1973,medium
Burj Al Arab Completed,https://en.wikipedia.org/wiki/Burj_Al_Arab,281324,infrastructure,1999,medium
Romanian Revolution,https://en.wikipedia.org/wiki/Romanian_revolution,281373,diplomatic,1989,medium
Rockefeller Center Completed,https://en.wikipedia.org/wiki/Rockefeller_Center,282979,infrastructure,1939,medium
Berlin Airlift Begins,https://en.wikipedia.org/wiki/Berlin_Blockade,283407,diplomatic,1948,medium
Millennium Dome Completed,https://en.wikipedia.org/wiki/Millennium_Dome,283583,infrastructure,1999,medium
Long March Begins,https://en.wikipedia.org/wiki/Long_March,283952,conflict,1934,medium
Klondike Gold Rush,https://en.wikipedia.org/wiki/Klondike_Gold_Rush,284043,diplomatic,1896,medium
Alexander Conquers Persia,https://en.wikipedia.org/wiki/Wars_of_Alexander_the_Great,285004,conflict,-331,medium
Gandhis Salt March,https://en.wikipedia.org/wiki/Salt_March,285277,cultural,1930,medium
Birth of Muhammad,https://en.wikipedia.org/wiki/Muhammad_in_Islam,286724,cultural,570,medium
Pizarro Meets Incas,https://en.wikipedia.org/wiki/Francisco_Pizarro,289742,exploration,1532,medium
Dred Scott Decision,https://en.wikipedia.org/wiki/Dred_Scott,290329,diplomatic,1857,medium
Television Invented,https://en.wikipedia.org/wiki/History_of_television,291056,infrastructure,1927,medium
Madrid Train Bombings,https://en.wikipedia.org/wiki/2004_Madrid_train_bombings,293605,conflict,2004,medium
Velvet Revolution,https://en.wikipedia.org/wiki/Velvet_Revolution,296758,diplomatic,1989,medium
Battle of Tours,https://en.wikipedia.org/wiki/Battle_of_Tours,298049,conflict,732,medium
Trans-Siberian Railway Completed,https://en.wikipedia.org/wiki/Trans-Siberian_Railway,302538,infrastructure,1904,medium
Plessy v. Ferguson,https://en.wikipedia.org/wiki/Plessy_v._Ferguson,303849,diplomatic,1896,medium
ARPANET Created,https://en.wikipedia.org/wiki/ARPANET,304791,exploration,1969,medium
Phonograph Invented,https://en.wikipedia.org/wiki/Phonograph,305246,cultural,1877,medium
Das Kapital Published,https://en.wikipedia.org/wiki/Das_Kapital,307115,cultural,1867,medium
Palace of Knossos Built,https://en.wikipedia.org/wiki/Knossos,308114,infrastructure,-1700,medium
Lisbon Earthquake,https://en.wikipedia.org/wiki/1755_Lisbon_earthquake,308283,disasters,1755,medium
Battle of El Alamein,https://en.wikipedia.org/wiki/Second_Battle_of_El_Alamein,309506,conflict,1942,medium
Battle of Marathon,https://en.wikipedia.org/wiki/Battle_of_Marathon,311818,conflict,-490,medium
War of the Worlds Radio Broadcast,https://en.wikipedia.org/wiki/The_War_of_the_Worlds_(1938_radio_drama),313143,cultural,1938,medium
New Horizons Reaches Pluto,https://en.wikipedia.org/wiki/New_Horizons,315731,exploration,2015,medium
Napoleons Hundred Days Begin,https://en.wikipedia.org/wiki/Hundred_Days,315857,conflict,1815,medium
Lascaux Cave Paintings Created,https://en.wikipedia.org/wiki/Lascaux,316292,cultural,-15000,medium
Taliban Takes Kabul,https://en.wikipedia.org/wiki/Fall_of_Kabul_(2021),318440,diplomatic,1996,medium
Great Alaska Earthquake,https://en.wikipedia.org/wiki/1964_Alaska_earthquake,320079,disasters,1964,medium
St. Bartholomew's Day Massacre,https://en.wikipedia.org/wiki/St._Bartholomew's_Day_massacre,320706,conflict,1572,medium
Articles of Confederation,https://en.wikipedia.org/wiki/Articles_of_Confederation,321193,diplomatic,1781,medium
Myanmar Military Coup,https://en.wikipedia.org/wiki/2021_Myanmar_coup_d'état,322517,conflict,2021,medium
Treaty of Paris (American Independence),https://en.wikipedia.org/wiki/Treaty_of_Paris_(1783),323060,diplomatic,1783,medium
Harlem Renaissance Begins,https://en.wikipedia.org/wiki/Harlem_Renaissance,323494,cultural,1920,medium
Stalin Dies,https://en.wikipedia.org/wiki/Death_and_state_funeral_of_Joseph_Stalin,324305,cultural,1953,medium
Anatomically Modern Humans Emerge,https://en.wikipedia.org/wiki/Early_modern_human,324336,exploration,-200000,medium
First ENIAC Computer,https://en.wikipedia.org/wiki/ENIAC,324418,diplomatic,1946,medium
Gutenberg Bible Printed,https://en.wikipedia.org/wiki/Gutenberg_Bible,324554,cultural,1455,medium
Congress of Vienna,https://en.wikipedia.org/wiki/Congress_of_Vienna,324894,diplomatic,1815,medium
Sherman's March to the Sea,https://en.wikipedia.org/wiki/Sherman's_March_to_the_Sea,327596,conflict,1864,medium
Japan Invades Manchuria,https://en.wikipedia.org/wiki/Japanese_invasion_of_Manchuria,330908,diplomatic,1931,medium
John Brown's Raid,https://en.wikipedia.org/wiki/John_Brown's_raid_on_Harpers_Ferry,332348,diplomatic,1859,medium
United Nations Headquarters Completed,https://en.wikipedia.org/wiki/Headquarters_of_the_United_Nations,334112,infrastructure,1952,medium
Oil Crisis,https://en.wikipedia.org/wiki/1973_oil_crisis,334191,diplomatic,1973,medium
OPEC Embargo,https://en.wikipedia.org/wiki/1973_oil_crisis,334191,diplomatic,1973,medium
NAACP Founded,https://en.wikipedia.org/wiki/NAACP,335153,diplomatic,1909,medium
Little Rock Nine,https://en.wikipedia.org/wiki/Little_Rock_Nine,335160,diplomatic,1957,medium
Texas Revolution,https://en.wikipedia.org/wiki/Texas_Revolution,336837,diplomatic,1835,medium
Nuremberg Laws,https://en.wikipedia.org/wiki/Nuremberg_Laws,337278,diplomatic,1935,medium
Asian Financial Crisis,https://en.wikipedia.org/wiki/1997_Asian_financial_crisis,337702,disasters,1997,medium
Battle of Bosworth Field,https://en.wikipedia.org/wiki/Battle_of_Bosworth_Field,339733,conflict,1485,medium
Ponce de León Discovers Florida,https://en.wikipedia.org/wiki/Juan_Ponce_de_León,340792,exploration,1513,medium
Lend-Lease Act,https://en.wikipedia.org/wiki/Lend-Lease,341187,diplomatic,1941,medium
Flatiron Building Completed,https://en.wikipedia.org/wiki/Flatiron_Building,343053,infrastructure,1902,medium
Mount Tambora Erupts,https://en.wikipedia.org/wiki/1815_eruption_of_Mount_Tambora,347386,disasters,1815,medium
Assassination Attempt on Pope,https://en.wikipedia.org/wiki/Attempted_assassination_of_Pope_John_Paul_II,348635,conflict,1981,medium
Pax Romana Begins,https://en.wikipedia.org/wiki/Pax_Romana,349504,diplomatic,-27,medium
Paper Invented in China,https://en.wikipedia.org/wiki/Paper,353605,exploration,105,medium
Paper Invented,https://en.wikipedia.org/wiki/Paper,353605,exploration,105,medium
King Louis XVI Executed,https://en.wikipedia.org/wiki/Execution_of_Louis_XVI,354781,conflict,1793,medium
Insulin Discovered,https://en.wikipedia.org/wiki/Insulin,354805,exploration,1921,medium
February Revolution (Russia),https://en.wikipedia.org/wiki/February_Revolution,357056,diplomatic,1917,medium
Lusitania Sunk,https://en.wikipedia.org/wiki/Sinking_of_the_RMS_Lusitania,357069,conflict,1915,medium
Battle of Bannockburn,https://en.wikipedia.org/wiki/Battle_of_Bannockburn,357805,conflict,1314,medium
Marina Bay Sands Opens,https://en.wikipedia.org/wiki/Marina_Bay_Sands,358212,infrastructure,2010,medium
Hippocrates Practices Medicine,https://en.wikipedia.org/wiki/Hippocrates,360855,exploration,-400,medium
Great Smog of London,https://en.wikipedia.org/wiki/Great_Smog_of_London,363287,disasters,1952,medium
Nuremberg Verdicts,https://en.wikipedia.org/wiki/List_of_defendants_at_the_International_Military_Tribunal,363755,diplomatic,1946,medium
Plague of Justinian,https://en.wikipedia.org/wiki/Plague_of_Justinian,366234,disasters,541,medium
The Shard Completed,https://en.wikipedia.org/wiki/The_Shard,366643,infrastructure,2012,medium
Battle of Điện Biên Phủ,https://en.wikipedia.org/wiki/Battle_of_Dien_Bien_Phu,368758,conflict,1954,medium
Max Planck's Quantum Theory,https://en.wikipedia.org/wiki/Max_Planck,368889,exploration,1900,medium
Electron Discovered,https://en.wikipedia.org/wiki/Electron,369502,exploration,1897,medium
Charge of the Light Brigade,https://en.wikipedia.org/wiki/Charge_of_the_Light_Brigade,372638,conflict,1854,medium
Italy Invades Ethiopia,https://en.wikipedia.org/wiki/Second_Italo-Ethiopian_War,375538,diplomatic,1935,medium
Cortés Meets Aztecs,https://en.wikipedia.org/wiki/Spanish_conquest_of_the_Aztec_Empire,378606,exploration,1519,medium
Gandhi Assassinated,https://en.wikipedia.org/wiki/Assassination_of_Mahatma_Gandhi,380266,conflict,1948,medium
Dolly the Sheep Cloned,https://en.wikipedia.org/wiki/Dolly_(sheep),383641,cultural,1996,medium
Kosovo Independence,https://en.wikipedia.org/wiki/International_recognition_of_Kosovo,384275,diplomatic,2008,medium
Florence Cathedral Dome Completed,https://en.wikipedia.org/wiki/Florence_Cathedral,386811,infrastructure,1436,medium
Saddam Hussein Captured,https://en.wikipedia.org/wiki/Capture_of_Saddam_Hussein,387734,conflict,2003,medium
First Woman in Space,https://en.wikipedia.org/wiki/Valentina_Tereshkova,393324,exploration,1963,medium
Grimm's Fairy Tales Published,https://en.wikipedia.org/wiki/Grimms'_Fairy_Tales,397152,cultural,1812,medium
Disco Era Begins,https://en.wikipedia.org/wiki/Disco,400916,cultural,1974,medium
Charlie Hebdo Attack,https://en.wikipedia.org/wiki/Charlie_Hebdo_shooting,402046,conflict,2015,medium
Siege of Sarajevo Begins,https://en.wikipedia.org/wiki/Siege_of_Sarajevo,408808,conflict,1992,medium
Caesar Crosses the Rubicon,https://en.wikipedia.org/wiki/Crossing_the_Rubicon,415353,conflict,-49,medium
Irish Free State Established,https://en.wikipedia.org/wiki/Irish_Free_State,415722,diplomatic,1922,medium
Gateway Arch Completed,https://en.wikipedia.org/wiki/Gateway_Arch,416106,infrastructure,1965,medium
Apple Park Completed,https://en.wikipedia.org/wiki/Apple_Park,416166,infrastructure,2017,medium
Pinocchio Premieres,https://en.wikipedia.org/wiki/Pinocchio_(1940_film),421685,cultural,1940,medium
Tulip Mania Crashes,https://en.wikipedia.org/wiki/Tulip_mania,424674,disasters,1637,medium
Sewol Ferry Sinks,https://en.wikipedia.org/wiki/Sinking_of_MV_Sewol,429753,disasters,2014,medium
Iran Nuclear Deal,https://en.wikipedia.org/wiki/Joint_Comprehensive_Plan_of_Action,432871,diplomatic,2015,medium
Mexican Independence,https://en.wikipedia.org/wiki/Mexican_War_of_Independence,433708,diplomatic,1821,medium
Erie Canal Completed,https://en.wikipedia.org/wiki/Erie_Canal,438058,infrastructure,1825,medium
NAFTA Signed,https://en.wikipedia.org/wiki/North_American_Free_Trade_Agreement,439392,diplomatic,1992,medium
First Opium War Begins,https://en.wikipedia.org/wiki/First_Opium_War,444468,conflict,1839,medium
Destruction of the Second Temple,https://en.wikipedia.org/wiki/Siege_of_Jerusalem_(70_CE),445106,cultural,70,medium
Oslo Accords,https://en.wikipedia.org/wiki/Oslo_Accords,445342,diplomatic,1993,medium
Hudson Explores Hudson River,https://en.wikipedia.org/wiki/Hudson_River,447463,exploration,1609,medium
Mussolini Takes Power,https://en.wikipedia.org/wiki/Mussolini:_Son_of_the_Century,447591,conflict,1922,medium
Year Without a Summer,https://en.wikipedia.org/wiki/Year_Without_a_Summer,447978,disasters,1816,medium
Laser Invented,https://en.wikipedia.org/wiki/Laser,448962,exploration,1960,medium
German Unification,https://en.wikipedia.org/wiki/Unification_of_Germany,450519,conflict,1871,medium
Aztec Empire Established,https://en.wikipedia.org/wiki/Aztec_Empire,457959,diplomatic,1428,medium
Battle of Bunker Hill,https://en.wikipedia.org/wiki/Battle_of_Bunker_Hill,460359,conflict,1775,medium
Uncle Tom's Cabin Published,https://en.wikipedia.org/wiki/Uncle_Tom's_Cabin,463099,cultural,1852,medium
Spring of Nations,https://en.wikipedia.org/wiki/Revolutions_of_1848,465195,conflict,1848,medium
Revolutions of 1848,https://en.wikipedia.org/wiki/Revolutions_of_1848,465195,diplomatic,1848,medium
Marshall Plan Announced,https://en.wikipedia.org/wiki/Marshall_Plan,469014,diplomatic,1947,medium
General Relativity Published,https://en.wikipedia.org/wiki/General_relativity,471922,exploration,1915,medium
UN Partition Plan for Palestine,https://en.wikipedia.org/wiki/United_Nations_Partition_Plan_for_Palestine,475949,cultural,1947,medium
Third Crusade Begins,https://en.wikipedia.org/wiki/Third_Crusade,479375,conflict,1189,medium
Krakatoa Erupts,https://en.wikipedia.org/wiki/Krakatoa,479476,disasters,1883,medium
Fallingwater Completed,https://en.wikipedia.org/wiki/Fallingwater,480908,infrastructure,1939,medium
Birth of Venus Painted,https://en.wikipedia.org/wiki/The_Birth_of_Venus,483921,cultural,1485,medium
Mutiny on the Bounty,https://en.wikipedia.org/wiki/Mutiny_on_the_Bounty,484488,exploration,1789,medium
Heisenberg's Uncertainty Principle,https://en.wikipedia.org/wiki/Uncertainty_principle,487116,exploration,1927,medium
